Campaign_ID,Duration,Campaign_Channel,Conversion_Rate,Campaign_Cost,ROMI,Country,Clicks,Impressions,StartDate,Target_Gender,Target_Age,Product_ID,Campaign_Channel_ID,Country_code,Product,Product Subcategory,Product Category,Price (USD),Population,GDP,Revenue,CTR,CPC
69969,60,Instagram,0.2,700.0,2.45,Spain,471.0,12024.0,2022-09-30,Women,25-34,28,2,SP,Rebel Cosmic,Basketball Shoes,Shoes,115,47.42,1394,2415.0,0.03917165668662675,1.4861995753715498
69980,30,Website,0.06,1300.0,1.0615384615384615,Germany,1525.0,10032.0,2023-09-04,All,All,15,1,DE,Ankle Socks,Socks,Clothing,8,83.2,3862,2680.0,0.15201355661881977,0.8524590163934426
69985,30,Google Ads,0.02,1500.0,2.546666666666667,France,531.0,8197.0,2023-09-05,Women,25-34,36,3,FR,Rebel Response,Tennis Shoes,Shoes,140,67.75,2716,5320.0,0.06477979748688545,2.824858757062147
69999,45,Email,0.06,1300.0,1.2384615384615385,France,372.0,4607.0,2022-10-07,Women,35-44,42,4,FR,Beanie,Headwear,Accessories,30,67.75,2716,2910.0,0.08074668981983937,3.4946236559139785
70008,60,Google Ads,0.02,1700.0,0.7205882352941176,United Kingdom,404.0,5212.0,2022-10-21,Men,18-24,1,3,UK,Club Rebel Fleece Sweatshirt,Sweatshirts,Clothing,75,67.33,2831,2925.0,0.07751343054489639,4.207920792079208
70016,15,YouTube,0.08,1600.0,0.94,South Africa,635.0,8358.0,2023-04-02,All,All,15,5,ZA,Ankle Socks,Socks,Clothing,8,60.61,351,3104.0,0.07597511366355587,2.5196850393700787
70032,60,Website,0.08,2200.0,0.7454545454545455,United Kingdom,391.0,9342.0,2022-11-03,All,All,21,1,UK,Cargo pants,Pants,Clothing,80,67.33,2831,3840.0,0.041853992721044744,5.626598465473146
70033,45,Google Ads,0.04,600.0,1.75,Spain,319.0,4684.0,2022-11-15,Men,18-24,40,3,SP,Golf Cap,Headwear,Accessories,25,47.42,1394,1650.0,0.06810418445772844,1.8808777429467085
70039,30,Website,0.04,1000.0,1.945,France,295.0,2424.0,2022-11-04,All,All,39,1,FR,Backpack,Bags,Accessories,95,67.75,2716,2945.0,0.1216996699669967,3.389830508474576
70048,60,Email,0.07,800.0,1.375,Germany,508.0,11887.0,2023-11-14,All,All,27,4,DE,Rebel Razor,Running Shoes,Shoes,100,83.2,3862,1900.0,0.04273576175654076,1.5748031496062993
70051,45,Email,0.05,300.0,2.4833333333333334,South Africa,125.0,2663.0,2021-06-09,Women,35-44,39,4,ZA,Backpack,Bags,Accessories,95,60.61,351,1045.0,0.04693954187007135,2.4
70062,30,YouTube,0.2,3800.0,1.763157894736842,France,1506.0,17690.0,2022-12-25,Women,25-34,40,5,FR,Golf Cap,Headwear,Accessories,25,67.75,2716,10500.0,0.0851328434143584,2.5232403718459495
70078,15,Website,0.05,2800.0,2.8314285714285714,Spain,182.0,1440.0,2023-12-31,All,All,44,1,SP,Headband,Headwear,Accessories,9,47.42,1394,10728.0,0.12638888888888888,15.384615384615385
70089,15,Instagram,0.03,1800.0,1.5333333333333334,France,407.0,8129.0,2021-01-06,All,All,39,2,FR,Backpack,Bags,Accessories,95,67.75,2716,4560.0,0.05006765899864682,4.422604422604422
70090,60,Facebook,0.09,2900.0,1.8275862068965518,United Kingdom,554.0,9405.0,2021-01-01,Men,25-34,10,6,UK,Running Shorts,Shorts,Clothing,40,67.33,2831,8200.0,0.05890483785220627,5.234657039711191
70106,45,Instagram,0.03,3600.0,1.4083333333333334,Germany,741.0,11839.0,2023-01-28,Women,35-44,42,2,DE,Beanie,Headwear,Accessories,30,83.2,3862,8670.0,0.06258974575555368,4.8582995951417
70136,15,Google Ads,0.02,1000.0,2.78,United Kingdom,647.0,5674.0,2023-02-06,All,All,25,3,UK,Rebel Fly,Running Shoes,Shoes,140,67.33,2831,3780.0,0.11402890377158971,1.545595054095827
70147,60,Google Ads,0.04,100.0,2.6,South Africa,267.0,2809.0,2021-09-30,All,All,32,3,ZA,Rebel Fly,Soccer Shoes,Shoes,120,60.61,351,360.0,0.09505161979352082,0.37453183520599254
70173,30,YouTube,0.08,2600.0,3.3846153846153846,South Africa,534.0,11514.0,2021-10-09,All,All,48,5,ZA,Rebel Casual,Watches,Accessories,200,60.61,351,11400.0,0.04637832204273059,4.868913857677903
70188,60,YouTube,0.09,1500.0,1.72,United Kingdom,920.0,11329.0,2022-04-22,Women,35-44,32,5,UK,Rebel Fly,Soccer Shoes,Shoes,120,67.33,2831,4080.0,0.08120752052255274,1.6304347826086956
70194,15,YouTube,0.14,2800.0,1.8839285714285714,United Kingdom,610.0,5104.0,2023-04-01,All,All,40,5,UK,Golf Cap,Headwear,Accessories,25,67.33,2831,8075.0,0.1195141065830721,4.590163934426229
70199,60,Facebook,0.02,800.0,1.40625,France,1148.0,11697.0,2023-04-09,All,All,31,6,FR,Rebel Legend,Soccer Shoes,Shoes,175,67.75,2716,1925.0,0.09814482345900659,0.6968641114982579
70211,15,Google Ads,0.05,900.0,2.2666666666666666,Spain,171.0,2691.0,2022-05-24,Women,25-34,37,3,SP,Duffel Bag,Bags,Accessories,210,47.42,1394,2940.0,0.06354515050167224,5.2631578947368425
70217,45,Email,0.04,500.0,4.25,South Africa,120.0,2001.0,2022-11-10,All,All,46,4,ZA,Rebel Glow,Sunglasses,Accessories,125,60.61,351,2625.0,0.05997001499250375,4.166666666666667
70220,15,Website,0.08,1700.0,2.1623529411764704,Germany,1525.0,9122.0,2022-05-09,Women,25-34,15,1,DE,Ankle Socks,Socks,Clothing,8,83.2,3862,5376.0,0.16717825038368778,1.1147540983606556
70226,45,Facebook,0.1,3500.0,1.4714285714285715,United Kingdom,999.0,7345.0,2023-05-20,Men,18-24,9,6,UK,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,67.33,2831,8650.0,0.13601089176310416,3.5035035035035036
70237,60,Email,0.18,1100.0,1.9236363636363636,United Kingdom,993.0,8987.0,2021-06-12,Men,18-24,15,4,UK,Ankle Socks,Socks,Clothing,8,67.33,2831,3216.0,0.11049293423834428,1.107754279959718
70239,15,Instagram,0.02,1800.0,4.6,United Kingdom,658.0,5221.0,2021-06-15,Women,25-34,44,2,UK,Headband,Headwear,Accessories,9,67.33,2831,10080.0,0.1260294962650833,2.735562310030395
70241,30,YouTube,0.13,2600.0,3.6557692307692307,Spain,612.0,7901.0,2021-06-28,Men,25-34,44,5,SP,Headband,Headwear,Accessories,9,47.42,1394,12105.0,0.07745854955068979,4.248366013071895
70242,30,Email,0.07,3400.0,3.2058823529411766,United Kingdom,992.0,10274.0,2022-06-03,Men,25-34,27,4,UK,Rebel Razor,Running Shoes,Shoes,100,67.33,2831,14300.0,0.09655440918824217,3.4274193548387095
70253,60,Google Ads,0.01,800.0,4.15,South Africa,120.0,2943.0,2023-12-23,All,All,43,3,ZA,Visor,Headwear,Accessories,20,60.61,351,4120.0,0.040774719673802244,6.666666666666667
70258,45,Google Ads,0.02,4000.0,1.895,France,489.0,9558.0,2023-06-12,All,All,43,3,FR,Visor,Headwear,Accessories,20,67.75,2716,11580.0,0.05116133082234777,8.1799591002045
70263,45,Google Ads,0.06,800.0,4.23125,Spain,169.0,3029.0,2021-07-31,Men,25-34,38,3,SP,Crossbody Bag,Bags,Accessories,45,47.42,1394,4185.0,0.055793991416309016,4.733727810650888
70268,45,Facebook,0.08,2800.0,3.95,France,796.0,9619.0,2021-07-21,Women,35-44,25,6,FR,Rebel Fly,Running Shoes,Shoes,140,67.75,2716,13860.0,0.08275288491527186,3.5175879396984926
70277,15,Facebook,0.2,600.0,2.1666666666666665,South Africa,478.0,5315.0,2022-01-16,Men,25-34,27,6,ZA,Rebel Razor,Running Shoes,Shoes,100,60.61,351,1900.0,0.08993414863593603,1.2552301255230125
70292,60,YouTube,0.11,400.0,1.7,Germany,1517.0,10031.0,2023-07-17,Women,25-34,2,5,DE,Rebel Dry Sweatshirt,Sweatshirts,Clothing,60,83.2,3862,1080.0,0.15123118333167182,0.26367831245880025
70319,45,Email,0.06,7400.0,1.643918918918919,United Kingdom,628.0,8504.0,2023-08-19,Women,35-44,11,4,UK,Versatile Shorts,Shorts,Clothing,65,67.33,2831,19565.0,0.07384760112888053,11.78343949044586
70330,60,Email,0.01,500.0,1.48,Germany,913.0,9502.0,2021-09-15,Men,18-24,4,4,DE,Just Rebels Jacket,Jackets,Clothing,155,83.2,3862,1240.0,0.09608503472953063,0.547645125958379
70354,60,Google Ads,0.08,900.0,2.3333333333333335,United Kingdom,531.0,4808.0,2021-10-10,Women,35-44,32,3,UK,Rebel Fly,Soccer Shoes,Shoes,120,67.33,2831,3000.0,0.11044093178036606,1.694915254237288
70366,30,Instagram,0.06,2700.0,1.7259259259259259,United Kingdom,643.0,5604.0,2022-10-30,All,All,28,2,UK,Rebel Cosmic,Basketball Shoes,Shoes,115,67.33,2831,7360.0,0.11473947180585296,4.199066874027994
70368,45,Instagram,0.13,300.0,2.0,South Africa,407.0,4646.0,2022-04-19,Men,25-34,30,2,ZA,Rebel Boost,Basketball Shoes,Shoes,180,60.61,351,900.0,0.08760223848471804,0.7371007371007371
70393,30,Website,0.05,4000.0,2.85,Germany,1051.0,9504.0,2021-11-07,Men,18-24,48,1,DE,Rebel Casual,Watches,Accessories,200,83.2,3862,15400.0,0.11058501683501684,3.8058991436726926
70396,30,Instagram,0.02,3100.0,3.2580645161290325,United Kingdom,507.0,5480.0,2022-11-26,Men,18-24,48,2,UK,Rebel Casual,Watches,Accessories,200,67.33,2831,13200.0,0.09251824817518248,6.11439842209073
70407,30,YouTube,0.13,4600.0,0.9369565217391305,United Kingdom,699.0,14621.0,2023-11-25,Women,25-34,29,5,UK,Rebel 23,Basketball Shoes,Shoes,165,67.33,2831,8910.0,0.04780794747281308,6.580829756795422
70408,45,Email,0.04,600.0,2.5,South Africa,152.0,2572.0,2023-05-11,Women,35-44,27,4,ZA,Rebel Razor,Running Shoes,Shoes,100,60.61,351,2100.0,0.05909797822706065,3.9473684210526314
70439,60,Email,0.06,2300.0,2.3456521739130434,Germany,482.0,11250.0,2023-12-01,Men,25-34,24,4,DE,Rebel Vision,Lifestyle Shoes,Shoes,95,83.2,3862,7695.0,0.04284444444444444,4.771784232365145
70450,60,Facebook,0.09,3300.0,1.1742424242424243,Spain,702.0,8832.0,2021-01-10,Women,25-34,7,6,SP,Fit T-Shirt,T-Shirts,Clothing,35,47.42,1394,7175.0,0.07948369565217392,4.700854700854701
70480,45,Google Ads,0.01,200.0,0.375,South Africa,228.0,4076.0,2021-08-16,Women,35-44,3,3,ZA,Rebel Fit Sweatshirt,Sweatshirts,Clothing,55,60.61,351,275.0,0.05593719332679097,0.8771929824561403
70524,15,Email,0.09,1500.0,1.6333333333333333,Germany,886.0,9590.0,2022-03-13,Women,25-34,9,4,DE,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,83.2,3862,3950.0,0.09238790406673618,1.693002257336343
70527,30,Email,0.09,3200.0,1.65,France,603.0,4918.0,2023-03-02,Women,35-44,16,4,FR,Boxer Briefs,Underwear,Clothing,40,67.75,2716,8480.0,0.12261081740544937,5.306799336650083
70530,45,YouTube,0.26,700.0,1.0,South Africa,476.0,12062.0,2023-09-05,Men,25-34,36,5,ZA,Rebel Response,Tennis Shoes,Shoes,140,60.61,351,1400.0,0.03946277565909468,1.4705882352941178
70561,30,Instagram,0.05,2500.0,1.176,Germany,779.0,10462.0,2023-04-08,Women,35-44,16,2,DE,Boxer Briefs,Underwear,Clothing,40,83.2,3862,5440.0,0.07445995029631046,3.209242618741977
70563,60,YouTube,0.1,1500.0,2.594,Germany,473.0,15346.0,2023-04-17,Women,35-44,44,5,DE,Headband,Headwear,Accessories,9,83.2,3862,5391.0,0.03082236413397628,3.171247357293869
70583,15,Google Ads,0.02,2600.0,0.8,Spain,204.0,2167.0,2022-05-28,Men,25-34,11,3,SP,Versatile Shorts,Shorts,Clothing,65,47.42,1394,4680.0,0.09413936317489617,12.745098039215685
70587,60,YouTube,0.01,2500.0,2.696,Spain,561.0,11524.0,2023-05-08,Men,25-34,29,5,SP,Rebel 23,Basketball Shoes,Shoes,165,47.42,1394,9240.0,0.04868101353696633,4.45632798573975
70599,30,Google Ads,0.11,1700.0,2.7058823529411766,Germany,770.0,9254.0,2021-06-08,Women,25-34,30,3,DE,Rebel Boost,Basketball Shoes,Shoes,180,83.2,3862,6300.0,0.0832072617246596,2.207792207792208
70604,15,Google Ads,0.04,700.0,2.0642857142857145,Spain,350.0,3972.0,2021-06-27,Women,35-44,3,3,SP,Rebel Fit Sweatshirt,Sweatshirts,Clothing,55,47.42,1394,2145.0,0.08811681772406849,2.0
70610,30,Instagram,0.09,800.0,4.3625,France,607.0,4520.0,2022-06-18,Men,18-24,29,2,FR,Rebel 23,Basketball Shoes,Shoes,165,67.75,2716,4290.0,0.1342920353982301,1.3179571663920921
70611,15,Google Ads,0.09,1700.0,2.2941176470588234,Spain,220.0,4113.0,2022-06-19,Men,18-24,31,3,SP,Rebel Legend,Soccer Shoes,Shoes,175,47.42,1394,5600.0,0.05348893751519572,7.7272727272727275
70630,30,Google Ads,0.07,1400.0,2.342857142857143,United Kingdom,315.0,4778.0,2021-07-14,All,All,26,3,UK,Rebel Run,Running Shoes,Shoes,120,67.33,2831,4680.0,0.06592716617831729,4.444444444444445
70634,45,Instagram,0.11,1600.0,3.259375,United Kingdom,642.0,6791.0,2021-07-22,Men,18-24,33,2,UK,Rebel Force,Soccer Shoes,Shoes,145,67.33,2831,6815.0,0.09453688705639818,2.4922118380062304
70643,30,Website,0.07,1400.0,1.4,Spain,266.0,2965.0,2022-07-21,Men,25-34,18,1,SP,Tank Undershirt,Underwear,Clothing,15,47.42,1394,3360.0,0.08971332209106239,5.2631578947368425
70644,45,Instagram,0.09,1300.0,4.415384615384616,Spain,471.0,9785.0,2022-07-16,All,All,35,2,SP,Rebel Pro,Tennis Shoes,Shoes,110,47.42,1394,7040.0,0.048134900357690344,2.760084925690021
70679,30,Google Ads,0.11,3200.0,3.265625,France,535.0,14484.0,2023-08-02,Women,25-34,47,3,FR,Rebel Sport,Watches,Accessories,150,67.75,2716,13650.0,0.036937310135321734,5.981308411214953
70687,60,Facebook,0.04,1500.0,2.8133333333333335,Germany,795.0,8310.0,2023-08-12,Men,25-34,23,6,DE,Rebel Club,Lifestyle Shoes,Shoes,130,83.2,3862,5720.0,0.09566787003610108,1.8867924528301887
70698,45,Email,0.06,900.0,1.8888888888888888,Spain,227.0,2429.0,2021-09-13,All,All,48,4,SP,Rebel Casual,Watches,Accessories,200,47.42,1394,2600.0,0.09345409633594072,3.9647577092511015
70702,60,YouTube,0.05,1700.0,3.485294117647059,United Kingdom,1087.0,8994.0,2022-09-08,Women,35-44,46,5,UK,Rebel Glow,Sunglasses,Accessories,125,67.33,2831,7625.0,0.12085835001111853,1.5639374425022998
70712,15,Email,0.1,6300.0,2.588888888888889,Germany,483.0,9028.0,2023-09-14,Women,25-34,39,4,DE,Backpack,Bags,Accessories,95,83.2,3862,22610.0,0.053500221533008416,13.043478260869565
70714,45,YouTube,0.01,2700.0,1.1777777777777778,Spain,349.0,6356.0,2023-09-12,All,All,36,5,SP,Rebel Response,Tennis Shoes,Shoes,140,47.42,1394,5880.0,0.05490874764002517,7.736389684813753
70723,60,YouTube,0.02,400.0,1.82,Germany,804.0,7930.0,2021-10-05,All,All,14,5,DE,Training Crew Socks,Socks,Clothing,12,83.2,3862,1128.0,0.10138713745271122,0.4975124378109453
70730,30,Website,0.1,2400.0,3.275,Germany,1057.0,6888.0,2022-10-24,All,All,38,1,DE,Crossbody Bag,Bags,Accessories,45,83.2,3862,10260.0,0.15345528455284552,2.270577105014191
70741,60,Email,0.16,2200.0,1.3636363636363635,United Kingdom,693.0,9701.0,2023-10-28,Women,25-34,48,4,UK,Rebel Casual,Watches,Accessories,200,67.33,2831,5200.0,0.07143593443974848,3.1746031746031744
70742,45,Website,0.02,300.0,0.9,South Africa,167.0,1420.0,2023-04-01,All,All,24,1,ZA,Rebel Vision,Lifestyle Shoes,Shoes,95,60.61,351,570.0,0.1176056338028169,1.7964071856287425
70744,30,Website,0.01,300.0,1.6,South Africa,98.0,1116.0,2023-04-12,Men,18-24,43,1,ZA,Visor,Headwear,Accessories,20,60.61,351,780.0,0.08781362007168458,3.061224489795918
70761,60,Google Ads,0.08,900.0,3.5,Spain,273.0,3166.0,2022-11-22,Men,18-24,38,3,SP,Crossbody Bag,Bags,Accessories,45,47.42,1394,4050.0,0.08622867972204674,3.2967032967032965
70772,30,Instagram,0.12,1500.0,0.9333333333333333,South Africa,287.0,3882.0,2023-05-14,Men,18-24,43,2,ZA,Visor,Headwear,Accessories,20,60.61,351,2900.0,0.07393096342091705,5.2264808362369335
70778,60,Facebook,0.1,700.0,1.8571428571428572,Germany,912.0,5560.0,2023-11-01,Women,35-44,48,6,DE,Rebel Casual,Watches,Accessories,200,83.2,3862,2000.0,0.16402877697841728,0.7675438596491229
70781,60,Google Ads,0.01,1500.0,0.78,United Kingdom,469.0,6105.0,2021-12-02,All,All,18,3,UK,Tank Undershirt,Underwear,Clothing,15,67.33,2831,2670.0,0.07682227682227682,3.1982942430703623
70786,30,Facebook,0.06,2500.0,2.62,France,1008.0,16880.0,2021-12-11,Men,25-34,40,6,FR,Golf Cap,Headwear,Accessories,25,67.75,2716,9050.0,0.05971563981042654,2.4801587301587302
70788,60,YouTube,0.26,2300.0,1.6565217391304348,France,1276.0,14887.0,2021-12-29,All,All,5,5,FR,Puffer Jacket,Jackets,Clothing,130,67.75,2716,6110.0,0.08571236649425673,1.8025078369905956
70792,45,Website,0.01,4000.0,3.515,United Kingdom,800.0,3904.0,2022-12-31,Women,25-34,37,1,UK,Duffel Bag,Bags,Accessories,210,67.33,2831,18060.0,0.20491803278688525,5.0
70802,15,Email,0.04,1100.0,1.290909090909091,Spain,272.0,3717.0,2023-12-07,All,All,30,4,SP,Rebel Boost,Basketball Shoes,Shoes,180,47.42,1394,2520.0,0.07317729351627657,4.044117647058823
70807,45,YouTube,0.08,2300.0,1.391304347826087,Germany,1140.0,11107.0,2023-12-12,Men,25-34,20,5,DE,Track pants,Pants,Clothing,100,83.2,3862,5500.0,0.10263797605113892,2.017543859649123
70841,45,Instagram,0.09,2700.0,2.816666666666667,United Kingdom,607.0,8501.0,2023-01-02,Women,25-34,38,2,UK,Crossbody Bag,Bags,Accessories,45,67.33,2831,10305.0,0.07140336431008117,4.448105436573312
70853,30,Google Ads,0.1,1100.0,1.4181818181818182,Germany,514.0,9070.0,2022-02-01,Men,18-24,36,3,DE,Rebel Response,Tennis Shoes,Shoes,140,83.2,3862,2660.0,0.056670341786108046,2.140077821011673
70854,45,Instagram,0.09,1700.0,1.0058823529411764,Germany,677.0,13010.0,2022-02-12,Men,18-24,4,2,DE,Just Rebels Jacket,Jackets,Clothing,155,83.2,3862,3410.0,0.05203689469638739,2.511078286558346
70856,45,YouTube,0.2,2100.0,1.25,South Africa,628.0,9416.0,2022-08-08,Women,35-44,38,5,ZA,Crossbody Bag,Bags,Accessories,45,60.61,351,4725.0,0.06669498725573492,3.343949044585987
70873,45,Website,0.02,300.0,1.5,South Africa,95.0,211.0,2021-09-21,All,All,47,1,ZA,Rebel Sport,Watches,Accessories,150,60.61,351,750.0,0.45023696682464454,3.1578947368421053
70880,15,Website,0.04,100.0,0.95,South Africa,57.0,1349.0,2022-09-15,Men,18-24,11,1,ZA,Versatile Shorts,Shorts,Clothing,65,60.61,351,195.0,0.04225352112676056,1.7543859649122806
70882,60,YouTube,0.15,1800.0,1.5833333333333333,France,1489.0,18498.0,2022-03-11,Women,25-34,4,5,FR,Just Rebels Jacket,Jackets,Clothing,155,67.75,2716,4650.0,0.0804951886690453,1.2088650100738751
70891,60,YouTube,0.13,1800.0,2.533333333333333,Spain,471.0,9660.0,2023-03-19,Women,35-44,32,5,SP,Rebel Fly,Soccer Shoes,Shoes,120,47.42,1394,6360.0,0.04875776397515528,3.821656050955414
70930,30,Facebook,0.17,900.0,0.4666666666666667,South Africa,402.0,5644.0,2023-10-06,Men,25-34,19,6,ZA,Joggers,Pants,Clothing,55,60.61,351,1320.0,0.07122608079376329,2.2388059701492535
70940,30,YouTube,0.17,3800.0,4.257894736842105,Germany,798.0,14090.0,2021-05-19,Women,25-34,30,5,DE,Rebel Boost,Basketball Shoes,Shoes,180,83.2,3862,19980.0,0.05663591199432221,4.761904761904762
70946,30,Email,0.04,800.0,2.5625,Spain,194.0,2794.0,2022-05-21,All,All,47,4,SP,Rebel Sport,Watches,Accessories,150,47.42,1394,2850.0,0.06943450250536864,4.123711340206185
70953,45,Email,0.04,100.0,1.1,South Africa,110.0,1699.0,2023-11-23,Women,35-44,12,4,ZA,Basketball Shorts,Shorts,Clothing,70,60.61,351,210.0,0.06474396703943497,0.9090909090909091
70971,60,Email,0.14,3000.0,2.08,United Kingdom,763.0,8199.0,2021-06-20,All,All,43,4,UK,Visor,Headwear,Accessories,20,67.33,2831,9240.0,0.09306012928405903,3.9318479685452163
70976,45,YouTube,0.17,2900.0,2.889655172413793,Spain,505.0,10121.0,2022-06-19,Women,25-34,32,5,SP,Rebel Fly,Soccer Shoes,Shoes,120,47.42,1394,11280.0,0.049896255310740045,5.742574257425742
71002,45,Instagram,0.07,1000.0,1.3,United Kingdom,952.0,4964.0,2022-07-30,All,All,28,2,UK,Rebel Cosmic,Basketball Shoes,Shoes,115,67.33,2831,2300.0,0.1917808219178082,1.050420168067227
71013,60,YouTube,0.1,2200.0,2.131818181818182,Spain,351.0,8297.0,2023-07-23,All,All,23,5,SP,Rebel Club,Lifestyle Shoes,Shoes,130,47.42,1394,6890.0,0.04230444739062312,6.267806267806268
71020,15,Website,0.05,5900.0,4.145762711864407,Germany,820.0,7589.0,2023-07-08,Women,35-44,28,1,DE,Rebel Cosmic,Basketball Shoes,Shoes,115,83.2,3862,30360.0,0.10805112663064963,7.195121951219512
71035,45,Website,0.02,100.0,-0.2,South Africa,143.0,1027.0,2022-02-12,Men,18-24,21,1,ZA,Cargo pants,Pants,Clothing,80,60.61,351,80.0,0.13924050632911392,0.6993006993006993
71038,30,Facebook,0.07,500.0,1.31,South Africa,595.0,5385.0,2022-02-28,Men,25-34,29,6,ZA,Rebel 23,Basketball Shoes,Shoes,165,60.61,351,1155.0,0.11049210770659239,0.8403361344537815
71052,30,Google Ads,0.06,900.0,1.88,United Kingdom,266.0,3419.0,2023-08-13,Women,35-44,41,3,UK,Bucket Hat,Headwear,Accessories,32,67.33,2831,2592.0,0.07780052646972799,3.3834586466165413
71056,60,Facebook,0.05,2200.0,1.0,Germany,598.0,6399.0,2021-09-15,All,All,48,6,DE,Rebel Casual,Watches,Accessories,200,83.2,3862,4400.0,0.09345210189092046,3.678929765886288
71075,45,YouTube,0.1,5900.0,2.1220338983050846,Germany,1392.0,15640.0,2023-09-30,Men,25-34,43,5,DE,Visor,Headwear,Accessories,20,83.2,3862,18420.0,0.08900255754475703,4.238505747126437
71086,30,Email,0.02,300.0,2.7333333333333334,South Africa,128.0,1952.0,2021-04-27,Men,18-24,36,4,ZA,Rebel Response,Tennis Shoes,Shoes,140,60.61,351,1120.0,0.06557377049180328,2.34375
71094,60,YouTube,0.1,3300.0,1.3854545454545455,Spain,1097.0,5632.0,2022-10-10,Women,25-34,15,5,SP,Ankle Socks,Socks,Clothing,8,47.42,1394,7872.0,0.19477982954545456,3.00820419325433
71095,15,Google Ads,0.08,600.0,1.4916666666666667,South Africa,181.0,2782.0,2022-04-03,Men,25-34,28,3,ZA,Rebel Cosmic,Basketball Shoes,Shoes,115,60.61,351,1495.0,0.06506110711718188,3.314917127071823
71109,15,Website,0.07,1300.0,2.75,Spain,236.0,3681.0,2023-10-16,Men,25-34,46,1,SP,Rebel Glow,Sunglasses,Accessories,125,47.42,1394,4875.0,0.06411301276826949,5.508474576271187
71110,30,Email,0.11,3500.0,2.342857142857143,United Kingdom,623.0,10084.0,2023-10-31,Women,25-34,30,4,UK,Rebel Boost,Basketball Shoes,Shoes,180,67.33,2831,11700.0,0.0617810392701309,5.617977528089888
71117,45,Email,0.04,800.0,1.1875,Spain,205.0,3491.0,2021-11-09,Women,35-44,31,4,SP,Rebel Legend,Soccer Shoes,Shoes,175,47.42,1394,1750.0,0.05872242910340877,3.902439024390244
71136,60,Website,0.02,500.0,1.85,France,191.0,4962.0,2023-11-17,Men,18-24,39,1,FR,Backpack,Bags,Accessories,95,67.75,2716,1425.0,0.0384925433293027,2.6178010471204187
71141,30,Google Ads,0.06,500.0,1.528,South Africa,165.0,2803.0,2023-05-22,Men,25-34,15,3,ZA,Ankle Socks,Socks,Clothing,8,60.61,351,1264.0,0.05886550124866215,3.0303030303030303
71158,45,Google Ads,0.07,1400.0,1.25,Spain,221.0,3199.0,2022-12-13,All,All,31,3,SP,Rebel Legend,Soccer Shoes,Shoes,175,47.42,1394,3150.0,0.06908408877774304,6.334841628959276
71167,15,Google Ads,0.05,5000.0,2.564,Germany,708.0,11525.0,2023-12-05,Women,25-34,29,3,DE,Rebel 23,Basketball Shoes,Shoes,165,83.2,3862,17820.0,0.061431670281995664,7.062146892655368
71171,15,Instagram,0.12,800.0,0.86875,South Africa,372.0,3378.0,2023-06-29,All,All,28,2,ZA,Rebel Cosmic,Basketball Shoes,Shoes,115,60.61,351,1495.0,0.11012433392539965,2.150537634408602
71176,15,YouTube,0.11,4000.0,3.125,Germany,743.0,9812.0,2021-01-28,All,All,35,5,DE,Rebel Pro,Tennis Shoes,Shoes,110,83.2,3862,16500.0,0.07572360375050959,5.383580080753701
71180,15,Website,0.04,500.0,2.6,South Africa,105.0,1209.0,2021-07-20,All,All,38,1,ZA,Crossbody Bag,Bags,Accessories,45,60.61,351,1800.0,0.08684863523573201,4.761904761904762
71186,45,Website,0.06,400.0,1.25,France,209.0,4021.0,2022-01-12,All,All,42,1,FR,Beanie,Headwear,Accessories,30,67.75,2716,900.0,0.05197712011937329,1.9138755980861244
71188,30,Email,0.03,600.0,0.9733333333333334,South Africa,193.0,1183.0,2022-07-18,All,All,41,4,ZA,Bucket Hat,Headwear,Accessories,32,60.61,351,1184.0,0.16314454775993237,3.1088082901554404
71200,30,Facebook,0.03,700.0,0.6,Germany,375.0,9160.0,2023-01-25,Men,18-24,21,6,DE,Cargo pants,Pants,Clothing,80,83.2,3862,1120.0,0.04093886462882096,1.8666666666666667
71228,45,Instagram,0.04,900.0,1.6,Germany,827.0,13425.0,2023-02-23,All,All,5,2,DE,Puffer Jacket,Jackets,Clothing,130,83.2,3862,2340.0,0.06160148975791434,1.0882708585247884
71234,45,Email,0.1,5600.0,1.4114285714285715,Germany,1279.0,9392.0,2023-02-15,Men,25-34,41,4,DE,Bucket Hat,Headwear,Accessories,32,83.2,3862,13504.0,0.13617972742759796,4.37842064112588
71237,30,Google Ads,0.09,3300.0,0.7818181818181819,France,518.0,10761.0,2021-03-23,Women,35-44,2,3,FR,Rebel Dry Sweatshirt,Sweatshirts,Clothing,60,67.75,2716,5880.0,0.048136790261128146,6.370656370656371
71260,15,Email,0.01,1700.0,1.3705882352941177,Germany,875.0,5699.0,2023-03-23,All,All,4,4,DE,Just Rebels Jacket,Jackets,Clothing,155,83.2,3862,4030.0,0.1535357080189507,1.9428571428571428
71271,15,Email,0.04,700.0,1.9857142857142858,South Africa,86.0,1787.0,2021-10-12,Men,18-24,39,4,ZA,Backpack,Bags,Accessories,95,60.61,351,2090.0,0.048125349748181306,8.13953488372093
71297,60,YouTube,0.1,1500.0,3.93,Spain,588.0,6630.0,2021-05-31,Women,35-44,33,5,SP,Rebel Force,Soccer Shoes,Shoes,145,47.42,1394,7395.0,0.08868778280542987,2.5510204081632653
